system   I             system.c:245  al_install_system                [   0.00088] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:202  debug_display_settings           [   0.39052] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39058] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39062] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39067] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39071] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39076] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39080] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39085] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39089] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39095] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39100] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39106] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39111] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39117] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39121] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39126] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39130] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39136] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39140] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39145] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39155] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39160] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39164] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39169] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39173] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39179] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39183] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39188] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39192] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39197] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39201] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39206] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39212] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39217] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39220] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39226] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39230] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39235] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39239] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39246] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39250] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39256] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39261] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39266] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39270] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39276] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39281] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39286] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39291] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39297] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39310] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39316] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39320] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39326] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39330] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39336] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39341] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39346] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39351] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39357] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39361] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39366] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39371] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39377] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39381] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39387] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39392] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39398] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39402] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39408] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39412] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39418] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39423] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39428] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39433] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39439] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39444] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39449] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39453] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39458] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39463] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39468] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39472] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39477] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39481] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39486] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39491] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39496] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39500] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39505] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39510] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39515] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39525] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39532] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39536] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39542] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39546] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39551] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39555] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39560] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39565] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39570] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.39586] Trying format 0.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.39993] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.40002] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.46933] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:837  d3d_create_device                [   0.61430] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:845  d3d_create_device                [   0.61437] Success
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.61446] Resumed after wait.
d3d      I         d3d_disp.cpp:1726 d3d_create_display_internals     [   0.61464] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1757 d3d_create_display_internals     [   0.61472] Returning d3d_display: 030E3968
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.61477] al_display=030E3968
d3d      D         d3d_disp.cpp:1783 d3d_create_display_locked        [   0.61482] al_display->vt=030D0300
system   D            wsystem.c:674  maybe_parent_dir                 [   0.61524] Also searching C:\Users\Rica.PENGIN\Documents\Visual Studio 2015\Projects\Retriever\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.61601] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:635  load_library_at_path             [   0.61606] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:638  load_library_at_path             [   0.62434] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.62458] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:184  _al_register_destructor          [   0.62586] added dtor for object 03183568, func 0FF0250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.62595] added dtor for object 030F5138, func 0FF045BB
